id_alojamiento,name,category,rating,city,latitude,longitude,characteristics,check_in,check_out,price_discounted,price_original,price_qualifier,cant_resultados,fecha_scrapping,fecha_cambio_bna,cambio_bna
45622266,Departamento Moderno y Luminoso Centro Bariloche,entire_home,"4,98 (60)",San Carlos de Bariloche,-41.13565,-71.29983,"['2 camas', 'Monoambiente', '1 baño', '1 cama doble', '1 sofá cama', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-09-03,2023-09-08,,$65 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
38720947,Hermosa,entire_home,"4,78 (37)",San Carlos de Bariloche,-41.12747,-71.35122,"['4 camas', '3 dormitorios', '3 baños', '1 cama king', '3 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,7 de 5 en limpieza']",2023-08-25,2023-08-30,,$200 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
15833307,BOG Casa con hogar a leña,entire_home,"4,94 (34)",Villa La Angostura,-40.77396,-71.62418,"['5 camas', '3 dormitorios', '3,5 baños', '1 cama queen', '4 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,$208 USD,$275 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
649307420913365326,casa paqueta en las coloradas,entire_home,"5,0 (7)",Las Grutas,-40.82806,-65.11383,"['4 camas', '2 dormitorios', '2 baños', '1 cama queen', '2 camas de una plaza', 'más', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$150 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
4985036,LAGO Y VISTAS STUDIO1 CERCA DEL ACCESO A LA PLAYA DE LLAO LLAO,entire_home,"4,99 (102)",,-41.05017,-71.49943,"['1 cama', 'Monoambiente', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-07,2023-07-13,,$150 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
664380532615499967,Loft de diseño,entire_home,"5,0 (8)",Villa La Angostura,-40.74609,-71.65982,"['1 cama', '1 dormitorio', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-07,,$80 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
40587780,BOG Cabaña moderna rodeada de naturaleza,entire_home,"4,75 (20)",Villa La Angostura,-40.7772,-71.62487,"['3 camas', '2 dormitorios', '1 ,5 baños', '1 cama doble', '2 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-08,2023-07-13,,$150 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
899090354979371279,Costa Nahuel Apartments,entire_home,Nuevo,Dina Huapi,-41.07804829881863,-71.17988716810942,"['3 camas', '2 dormitorios', '1 baño', 'Estacionamiento gratis', 'Wifi']",2023-07-07,2023-07-12,$80 USD,$100 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
5537709,La Escandinava - a modern cottage,entire_home,"4,89 (88)",Villa La Angostura,-40.75203,-71.65017,"['4 camas', '2 dormitorios', '1 baño', '1 cama doble', '3 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$90 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
45953662,"Luz, montaña y naturaleza. Casa encantadora.",entire_home,"5,0 (8)",San Carlos de Bariloche,-41.15381,-71.41522,"['4 camas', '2 dormitorios', '1 baño', '1 cama doble', '2 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-08-09,2023-08-15,,$63 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
23679090,Cálido y moderno con vista al lago,entire_home,"4,61 (84)",San Carlos de Bariloche,-41.13611,-71.2993,"['1 cama', 'Monoambiente', '1 baño', 'Wifi', 'Calificado con 4,4 de 5 en limpieza']",2023-07-24,2023-07-29,,$100 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
32958687,JARDÍN LAKEANDVIEW CERCA DE la PLAYA LLAO LLAO LLAO,entire_home,"5,0 (7)",San Carlos de Bariloche,-41.05039,-71.49948,"['1 cama', '1 dormitorio', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-30,2023-08-04,,$180 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
6759339,Impecable cabaña en Bariloche,entire_home,"4,91 (32)",San Carlos de Bariloche,-41.10855,-71.42499,"['4 camas', '2 dormitorios', '1 baño', '1 cama doble', '2 camas de una plaza', 'más', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-08-04,2023-08-09,,$70 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
38777312,Cabañas Waldesruh,entire_home,"4,9 (31)",Villa Traful,-40.6486,-71.41879,"['3 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza', 'más', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$70 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
37245663,Preciosa cabaña en el bosque de Llaollao con vistas al lago,entire_home,"4,8 (30)",San Carlos de Bariloche,-41.05079,-71.53495,"['6 camas', '4 dormitorios', '1 baño', '1 cama doble', '5 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$90 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
38777312,Cabañas Waldesruh,entire_home,"4,9 (31)",Villa Traful,-40.6486,-71.41879,"['3 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza', 'más', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$70 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
37245663,Preciosa cabaña en el bosque de Llaollao con vistas al lago,entire_home,"4,8 (30)",San Carlos de Bariloche,-41.05079,-71.53495,"['6 camas', '4 dormitorios', '1 baño', '1 cama doble', '5 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$90 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
805617298297797298,"Cabaña El Remanso, Bahía Manzano (AND11)",entire_home,"4,75 (8)",Puerto Manzano,-40.80667,-71.59386,"['5 camas', '2 dormitorios', '2 baños', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-29,2023-08-03,,$135 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
29800413,Ruta de la Patagonia cabaña ecologica 40 #1,entire_home,"4,96 (102)",San Martin de los Andes,-40.31272,-71.38069,"['3 camas', '1 dormitorio', '1 baño', '1 cama doble', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-08-15,2023-08-20,,$44 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
22288226,Despertar en el lago,entire_home,"4,96 (71)",San Carlos de Bariloche,-41.1101,-71.21765,"['6 camas', '2 dormitorios', '1 baño', '1 cama doble', '4 camas de una plaza', 'más', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-08-11,2023-08-16,,$100 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
5684334,Gardeners Delight Studio La Casita Barrio Chapelco,entire_home,"4,94 (109)",San Martín de los Andes,-40.13707,-71.28161,"['2 camas', '1 dormitorio', '1 baño', '2 camas dobles', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$49 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
31353160,Depto en el centro con terraza,entire_home,"4,52 (65)",San Carlos de Bariloche,-41.13287,-71.31399,"['1 cama', 'Monoambiente', '1 baño', '1 sofá cama', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,7 de 5 en limpieza']",2023-09-03,2023-09-08,,$57 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53572179,"Dpto céntrico, en complejo residencial con pileta.",entire_home,"5,0 (38)",San Martin de los Andes,-40.15273,-71.35213,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$68 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
32469274,"Casa completa. El Halcón
4 dormitorios",entire_home,"4,86 (14)",Villa La Angostura,-40.77828,-71.61315,"['10 camas', '4 dormitorios', '3 baños', '3 camas queen', '6 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,7 de 5 en limpieza']",2023-07-29,2023-08-03,,$350 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
23560987,Casa con vista panorámica al lago Nahuel Huapi,entire_home,"4,8 (25)",Villa La Angostura,-40.7511,-71.66623,"['5 camas', '3 dormitorios', '1 baño', '1 cama doble', '4 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,6 de 5 en limpieza']",2023-07-06,2023-07-11,,$244 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
676023528411490419,Acogedora cabaña en el bosque y junto a lakeroad principal,entire_home,"5,0 (6)",San Carlos de Bariloche,-41.07614769756926,-71.46389488130808,"['2 camas', '1 dormitorio', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-08-02,2023-08-07,,$52 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
32892810,"Cabaña para dos, calidez y confort. Alma Radal B",entire_home,"4,73 (48)",Villa La Angostura,-40.74827,-71.65792,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
25675737,Departamento completo en el centro de Bariloche,entire_home,"4,93 (153)",San Carlos de Bariloche,-41.13403,-71.30815,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-10-04,2023-10-11,,$32 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
788261489321291235,Apacible y tranquila cabaña entre árboles,entire_home,,San Martin de los Andes,-40.1533,-71.32123,"['3 camas', '2 dormitorios', '1 ,5 baños', '1 cama queen', '1 cucheta', 'Estacionamiento gratis', 'Wifi']",2023-07-01,2023-07-08,$64 USD,$72 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
44477795,Casa de campo patagónica junto al lago  (costa privada),entire_home,"5,0 (28)",San Carlos de Bariloche,-41.06955,-71.48064,"['2 camas', '2 dormitorios', '1 baño', '1 cama queen', '1 cama de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-08-10,2023-08-15,,$78 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
35305521,Amplio Dto 1 planta 2 dormitorios cochera asador,entire_home,"5,0 (9)",Dina Huapi,-41.07924702411975,-71.17134667932987,"['3 camas', '2 dormitorios', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-08-09,2023-08-14,$48 USD,$60 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
30035722,Casa de montaña c/ vista al lago - Arrayanes,entire_home,"4,94 (35)",San Carlos de Bariloche,-41.07604,-71.46468,"['4 camas', '2 dormitorios', '1 baño', '1 cama queen', '3 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-09-09,2023-09-14,,$79 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
10013602,El Descanso B&B-Cuarto del Bosque.,private_room,"4,8 (74)",Villa la Angostura,-40.76186,-71.62816,"['1 baño privado', '1 cama queen', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$45 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
16454477,"Casa Pequeña, Gran Experiencia 📸Casa Pequeña Bariloche",entire_home,"4,96 (98)",San Carlos de Bariloche,-41.10578,-71.4384,"['2 camas', '2 dormitorios', '1 baño', '1 cama doble', '1 cama de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-07-05,2023-07-10,$65 USD,$85 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
9977933,Las Viñas del Piltri,entire_home,"5,0 (13)",El Bolsón,-41.98949,-71.51415,"['3 camas', '1 dormitorio', '1 baño', '1 cama queen', '1 cama de una plaza', 'más', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$80 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
681270981709114265,Vista y tranquilidad inigualable,entire_home,"4,57 (7)",Las Grutas,-40.79454,-65.06028,"['4 camas', '2 dormitorios', '2 baños', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-06,,$100 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
39355239,"Aiksh Estudio H/ 3 Pax, parrilla y estacionamiento",entire_home,"4,98 (46)",San Carlos de Bariloche,-41.12808,-71.35061,"['3 camas', '1 dormitorio', '1 baño', '3 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-08,$77 USD,$85 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
40349728,"La Pirucha, en Av Bustillo a 2 cuadras de la playa",entire_home,"4,72 (39)",San Carlos de Bariloche,-41.10467,-71.44132,"['3 camas', '2 dormitorios', '1 ,5 baños', '1 cama doble', '2 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,7 de 5 en limpieza']",2023-09-24,2023-09-29,,$47 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
755767521027906453,Casas Calafate VLA,entire_home,"4,9 (10)",Villa La Angostura,-40.7673538,-71.64421999999999,"['4 camas', '2 dormitorios', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$89 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
787856936376764249,Casa Nómada Rodante - Mutisia,private_room,,San Martin de los Andes,-40.132023752423834,-71.29415933042765,"['1 cama', '1 dormitorio', '2 baños compartidos', 'Wifi']",2023-07-01,2023-07-06,,$36 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
31512214,Hermosa Cabaña en Villa Traful,entire_home,"4,89 (19)",Villa Traful,-40.64969,-71.41725,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$65 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
818155703062839211,La Constancia Bariloche,entire_home,"5,0 (4)",San Carlos de Bariloche,-41.11172982505431,-71.21489277289118,"['1 cama', '1 dormitorio', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$62 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
49042294,La casa de Adrian,entire_home,"4,59 (22)",San Carlos de Bariloche,-41.12591,-71.3697,"['5 camas', '2 dormitorios', '1 baño', '1 cama doble', '4 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-25,2023-07-30,,$120 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
724528418971398859,Refugio de magos para descansar del mundo.,entire_home,"4,91 (11)",Junín de los Andes,-39.81890497252018,-71.17934705139712,"['3 camas', '1 dormitorio', '1 baño', '1 cama doble', '2 camas de una plaza', 'Estacionamiento gratis', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$52 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
632672304835494260,"Vista al jardín, wifi por fibra, estacionamiento",entire_home,"4,98 (41)",San Carlos de Bariloche,-41.1254,-71.35297,"['1 cama', 'Monoambiente', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-18,2023-07-23,,$84 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
665060827781865751,Cabaña de ensueño con hermosas vistas,entire_home,"5,0 (4)",San Martin de los Andes,-40.11806,-71.27685,"['3 camas', '2 dormitorios', '1 ,5 baños', '1 cama doble', '2 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
889382807675939102,Acogedor departamento de 2 amb,entire_home,Nuevo,San Carlos de Bariloche,-41.12231,-71.36953,"['1 cama', '1 dormitorio', '1 baño', 'Estacionamiento gratis', 'Wifi']",2023-07-05,2023-07-10,,$62 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53764784,"CasaLoma, cabaña de montaña, Bariloche",entire_home,"5,0 (9)",San Carlos de Bariloche,-41.10891,-71.44826,"['5 camas', '2 dormitorios', '1 baño', '1 cama doble', '4 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,$98 USD,$150 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
27130827,MIRADOR I Hermoso Studio Centro de Bariloche,entire_home,"4,7 (84)",San Carlos de Bariloche,-41.1344,-71.31713,"['2 camas', 'Monoambiente', '1 baño', '1 cama queen', '1 sofá cama', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$90 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
6993568,Cabaña Bosque Bahía Protegida Costa Lago,entire_home,"4,84 (67)",San Carlos de Bariloche,-41.09715,-71.4465,"['7 camas', '3 dormitorios', '3 baños', '1 cama queen', '6 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$350 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
4469246,Habitación en Casita de madera y adobe. c/desayuno,private_room,"4,68 (114)",San Carlos de Bariloche,-41.07316,-71.48869,"['1 cama', '1 dormitorio', '1 baño compartido', '1 cama doble', 'Wifi']",2023-07-09,2023-07-14,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
42899197,Cuarto cálido en casa entre 3 lagos con jardín,private_room,"4,96 (55)",San Carlos de Bariloche,-41.11635,-71.43553,"['1 cama', '1 dormitorio', '1 baño compartido', '1 cama doble', 'Calificado con 5 de 5 en limpieza']",2023-07-26,2023-07-31,,$22 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
788585063900591613,Cabaña en la montaña: El Bosque,entire_home,"5,0 (3)",San Martin de los Andes,-40.14233,-71.27529,"['1 cama', '1 dormitorio', '1 baño', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,$45 USD,$56 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
800041160997364459,Vista al Lago en el Bosque - Hab Compartida,shared_room,"5,0 (8)",San Carlos de Bariloche,-41.1333,-71.36914,"['1 cama', '1 dormitorio', '1 baño compartido', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-05,2023-07-10,,$23 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
34903455,El Halcón . Casa principal y huéspedes.,entire_home,"4,8 (10)",Los Lagos Department,-40.78164,-71.65902,"['13 camas', '6 dormitorios', '4 baños', '3 camas queen', '1 cama doble', 'más', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-29,2023-08-03,,$450 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
12292962,Depto Vista al Lago & Isla Victoria en Llao Llao,entire_home,"4,98 (44)",San Carlos de Bariloche,-41.04329,-71.51772,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', '1 sofá cama', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,7 de 5 en limpieza']",2023-07-23,2023-07-30,,$77 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
42829563,"Pura Esencia, Balcón panorámico al Lago (V)",entire_home,"5,0 (18)",San Carlos de Bariloche,-41.06094,-71.47176,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 sofá cama', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,$111 USD,$128 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
597123081635727419,Habitacion Privada en Cabaña Compartida,private_room,"4,78 (18)",San Martin de los Andes,-40.13597,-71.29499,"['2,5 baños compartidos', '2 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,7 de 5 en limpieza']",2023-07-13,2023-07-19,,$20 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
546469680880337860,Habitación baño privado/desayuno/montaña/bosque,private_room,"4,93 (40)",San Martin de los Andes,-40.12411,-71.31966,"['2 camas', 'Monoambiente', '1 baño compartido', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,$48 USD,$60 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
7647276,Asombrosa casa en Bariloche,entire_home,"4,97 (68)",San Carlos de Bariloche,-41.16795,-71.38608,"['6 camas', '5 dormitorios', '4,5 baños', '2 camas king', '1 cama doble', 'más', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-08-28,2023-09-02,,$350 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
22978524,Studio Buda. Bonito luminoso y acogedor. H028910,entire_home,"4,92 (61)",San Carlos de Bariloche,-41.13826,-71.32554,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$80 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
51765448,Casa de huéspedes costa de lago,entire_home,"5,0 (9)",Villa Llao Llao,-41.06277,-71.52978,"['3 camas', '2 dormitorios', '2 baños', '1 cama queen', '2 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$250 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
22985648,Casa de montaña c/ vista al lago  - Radales,entire_home,"4,95 (60)",San Carlos de Bariloche,-41.07579,-71.46444,"['3 camas', '2 dormitorios', '1 baño', '1 cama queen', '2 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-08-20,2023-08-25,,$109 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
6587977,Cabaña rústica y luminosa con vista panorámica,entire_home,"4,92 (79)",San Carlos de Bariloche,-41.14928,-71.32177,"['3 camas', '2 dormitorios', '1 baño', '1 cama doble', '2 camas de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-08-29,2023-09-04,,$100 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
51385643,Duplex con estacionamiento y jardin,entire_home,"4,89 (35)",San Carlos de Bariloche,-41.14863,-71.31855,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Estacionamiento gratis', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$57 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
27401007,Habitación privada Vista Bonita,private_room,"4,99 (86)",San Carlos de Bariloche,-41.12264,-71.39437,"['2 camas', 'Monoambiente', '1 baño privado', '2 camas de una plaza', 'Calificado con 5 de 5 en limpieza']",2023-08-22,2023-08-27,,$38 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
41077855,Los alerces...un lugar . Departamento turístico.,entire_home,"4,96 (69)",San Carlos de Bariloche,-41.13203,-71.34611,"['2 camas', 'Monoambiente', '1 baño', '1 cama de una plaza', 'Estacionamiento gratis', 'Wifi', 'Calificado con 5 de 5 en limpieza']",2023-08-13,2023-08-18,,$35 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
41113445,Departamento con increíble vista al lago N Huapi.,entire_home,"4,92 (50)",San Carlos de Bariloche,-41.13654,-71.30236,"['2 camas', '1 dormitorio', '1 ,5 baños', '1 cama doble', '1 cama de una plaza', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$59 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
27133670,Departamento sobre el Lago!,entire_home,"4,9 (42)",San Carlos de Bariloche,-41.13075,-71.28966,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Wifi', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$93 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
